Species,latitude,longitude
U,42.46881155,-71.00667757
U,39.76875277,-75.57193939
U,40.20204167,-74.85264667
U,40.40986944,-74.45417778
U,44.52368363,-75.82759181
U,40.47732526,-79.97085375
U,36.93038437,-76.57345168
U,45.23215983,-85.04852045
U,39.43971333,-77.789995
U,38.8835391,-77.15274292
U,45.44808333,-75.655625
U,44.44745599,-75.98917007
U,42.36979737,-72.50633776
U,41.1138695,-73.845475
U,44.78387,-76.21976333
U,42.019722,-80.374722
U,42.66117208,-80.4773476
U,42.11184504,-77.07512613
U,39.98916637,-75.19454549
U,40.87129167,-73.92793333
U,43.30817833,-80.366805
U,45.11171383,-85.98408667
U,41.16287319,-73.86152454
U,41.17180057,-74.90571219
U,43.6610162,-79.51819718
U,41.36467171,-73.27508531
U,39.93750932,-75.59382097
U,40.99084297,-75.179327
U,45.44783211,-75.65601238
U,41.82979044,-72.24403644
U,44.57560061,-75.8683357
U,37.85348037,-78.94465094
U,47.25200729,-72.47524387
U,42.96467927,-81.26797617
U,40.2227512,-87.73816763
U,39.23897559,-76.72369244
U,44.436479,-75.884665
U,40.86259848,-76.92088131
U,40.775756,-74.429852
U,45.15783997,-81.5640701
U,45.46045,-74.245895
U,38.93313667,-77.276055
U,40.12351228,-75.12837172
U,37.91045813,-75.35472136
U,45.78434685,-84.52096581
U,42.11455833,-77.0788945
U,37.06713289,-76.48842812
U,43.629944,-72.52368461
U,42.48373122,-83.97750222
U,41.44441456,-81.50624931
U,42.43505733,-71.1249111
U,45.82729494,-75.15052646
U,40.41585454,-75.07496914
U,40.8746606,-81.59805895
U,38.42273871,-78.41076887
U,39.35844444,-76.67685
U,46.27186584,-81.34664154
U,44.7818636,-76.2374716
U,44.59720847,-75.96494066
U,45.44734439,-75.65753587
U,41.22279064,-74.74840634
U,37.9542551,-78.32169887
U,40.97776129,-73.68955013
U,39.19296333,-76.80227833
U,37.23763049,-80.01659148
U,42.334595,-72.55312167
U,41.32816642,-73.0642033
U,46.2109863,-74.472781
U,38.05869167,-78.55961667
U,45.44840801,-75.64129241
U,40.14968537,-87.74689482
U,41.16279237,-74.92465505
U,38.90222982,-77.47421357
U,40.25619203,-75.71528451
U,40.58792682,-74.13940146
U,45.37092695,-75.24261475
U,40.28704754,-75.16777541
U,38.727736,-77.335815
U,38.99474097,-77.95972997
U,38.97617167,-77.00255555
U,40.86427418,-73.87549675
U,38.8738175,-77.13221228
U,38.92166687,-77.11590924
U,39.24058901,-77.59707914
U,46.34155,-79.50076333
U,40.202255,-74.84953333
U,42.9907463,-76.15768753
U,42.46731999,-83.99469905
U,42.4626908,-83.99220148
U,44.54151531,-75.98744533
U,37.56655828,-77.77362968
U,40.47686333,-74.41632833
U,40.82956111,-75.46641389
U,46.11912178,-82.07283465
U,45.455248,-75.548913
U,43.60753664,-80.15113335
U,38.93774548,-78.03369552
U,43.43308961,-79.55883035
U,39.03271383,-76.79766167
U,42.7438,-76.69483833
U,43.03198453,-76.13530956
U,42.32303833,-72.54077833
U,41.72557068,-72.20102692
U,40.209714,-75.759798
U,44.43745056,-74.25305061
U,42.48441612,-83.97818859
U,44.49405333,-75.81668
U,44.31730325,-68.2210393
U,42.35318533,-72.67883507
U,44.51210023,-76.03912941
U,38.9962209,-77.2480364
U,40.2929814,-74.7282361
U,43.65641949,-79.87697437
U,40.0781451,-75.2391659
U,39.14196167,-84.51726
U,39.48140704,-77.08170226
U,37.97678333,-78.99185333
U,40.67427084,-74.46667783
U,45.44800162,-75.64211011
U,42.40665567,-71.32703307
U,39.59289797,-82.078996
U,40.74664184,-74.5530544
U,44.77331983,-78.71599829
U,42.1522555,-77.1350945
U,38.95671997,-78.017638
U,42.36521617,-85.58142037
U,43.57538209,-70.22657438
U,44.22264036,-76.69533221
U,39.13019167,-77.52942833
U,44.44700868,-75.69916112
U,42.45060375,-71.50728079
U,37.83540358,-76.42552104
U,39.037503,-77.30692397
U,40.56884667,-75.46019667
U,43.44373599,-79.67359403
U,45.44852904,-75.64121314
U,38.88700058,-77.11956366
U,43.03082157,-76.13764305
U,38.86038847,-77.12126019
U,40.05313883,-75.25743833
U,45.44777793,-75.64334712
U,42.48599407,-83.97949781
U,44.48816291,-76.19021401
U,44.67881333,-63.548355
U,42.59214667,-85.44101667
U,44.56535406,-75.99540064
U,39.72948056,-75.76721944
U,40.47458056,-74.41921667
U,39.65806796,-77.48255744
U,42.70031457,-70.99623194
U,42.4233981,-78.1572319
U,44.75304355,-76.23716298
U,42.64312353,-70.94953151
U,38.5941925,-78.38098145
U,41.34644334,-73.12991045
U,41.8507581,-71.44475441
U,44.79003691,-63.68245125
U,39.385425,-82.74629167
U,40.85457795,-74.3589497
U,45.44758865,-75.65668025
U,44.1812679,-78.0689371
U,45.46831969,-74.31263052
U,43.44533616,-80.30158419
U,38.62210379,-77.35257719
U,38.21709667,-78.16694667
U,38.90480831,-77.68746804
U,38.76683,-77.41043
U,38.93360515,-78.03103477
U,38.91449356,-77.31783295
U,42.2830496,-71.11600969
U,41.34558667,-71.98860333
U,43.03289523,-76.14013854
U,42.66134663,-80.47462586
U,39.19014722,-76.80588611
U,40.05675327,-75.0945484
U,41.2864208,-75.97125077
U,38.93536667,-77.29258667
U,44.68838,-78.31031167
U,40.1304643,-75.1954013
U,37.91820333,-79.00758333
U,40.3862007,-87.66143424
U,41.17228883,-81.56639875
U,40.56004334,-79.67720795
U,38.68744816,-78.56942796
U,40.858868,-73.92451428
U,42.59795148,-72.63237625
U,42.99762098,-76.09277056
U,40.53300118,-78.08301884
U,43.30250543,-80.40426759
U,39.19601111,-76.80052222
U,42.40327993,-71.18454235
U,44.53575021,-75.65852982
U,39.34747,-75.66970833
U,41.44651957,-86.85792658
U,45.22961069,-81.58285285
U,42.55804785,-83.87135585
U,44.60974274,-70.15311739
U,36.87305556,-76.30666667
U,38.91161885,-77.26679306
U,39.55164071,-77.47891026
U,42.01041656,-73.91920222
U,42.43529194,-71.12442864
U,37.52278779,-79.78866022
U,41.12503883,-81.66216333
U,41.22842785,-81.5124271
U,40.23816419,-75.82494235
U,42.81183927,-84.38492987
U,40.1295785,-75.29190577
U,41.1361319,-81.56946451
U,45.4834557,-75.8479692
U,44.35442775,-76.06850318
U,41.32332065,-73.79201448
U,45.44795678,-75.64126828
U,44.41703025,-75.85419575
U,44.22139494,-76.59262696
U,39.17314162,-77.22274969
U,42.4038013,-71.2072321
U,40.99801672,-73.71585879
U,44.46589433,-75.89052247
U,39.80408,-77.39801667
U,42.9646665,-71.2511491
U,45.511165,-75.338301
U,44.43711376,-83.37982287
U,39.82384908,-75.47347013
U,38.08064717,-78.6156448
U,42.28192778,-71.13851944
U,38.00330278,-78.50188333
U,43.39822776,-80.06270946
U,42.17931983,-77.10511201
U,40.07935278,-75.23391111
U,45.44815647,-75.65502532
U,39.74293433,-77.07439645
U,38.72691481,-77.36659584
U,38.952877,-78.025077
U,38.93695797,-78.033979
U,40.238255,-87.787705
U,41.48080511,-72.34595293
U,45.4475415,-75.65710655
U,40.74759167,-86.33063667
U,43.2462184,-79.9001399
U,44.4857979,-75.97826487
U,41.26506579,-72.73524284
U,43.46250833,-86.25562222
U,42.24447896,-71.38121084
U,45.37775495,-75.23490071
U,38.750556,-77.10427597
U,45.44720939,-75.64007956
U,42.20834613,-71.42348371
U,38.88363195,-77.16111
U,42.53081415,-85.29771807
U,39.49392833,-77.79145
U,40.23242392,-75.69560443
U,42.44547,-71.47747833
U,44.31888817,-76.47227446
U,41.23246035,-81.51794688
U,46.0541762,-64.80119233
U,42.43260888,-71.32516079
U,40.15683081,-75.49998879
U,41.33340232,-74.47813362
U,40.58020398,-74.13983926
U,45.44739555,-75.64369567
U,41.411075,-81.888855
U,39.09249496,-77.10842133
U,39.8943419,-84.16795673
U,36.852926,-75.977985
U,38.13703611,-79.05566389
U,42.88019624,-85.71506129
U,40.23930833,-87.78600333
U,41.40137167,-72.60530833
U,35.72437,-78.78424167
U,44.89222021,-79.7640766
U,38.64380769,-77.19685763
U,44.50497871,-73.240079
U,42.46464603,-83.99275347
U,43.69301692,-79.51112483
U,39.2096736,-77.4359532
U,41.401825,-72.60633
U,43.04578034,-80.35590623
U,42.30496743,-71.10234417
U,38.49378333,-78.45011944
U,44.56511437,-75.87208009
U,38.953092,-78.023766
U,37.87384018,-77.51700228
U,42.48449003,-83.97770374
U,43.03019,-76.14073333
U,38.01637778,-78.5186
U,38.64708315,-77.16796154
U,44.68866033,-78.31266071
U,39.57246761,-77.4701387
U,39.92667739,-75.71831621
U,41.82545401,-74.13874886
U,37.2524424,-80.46505549
U,41.3172184,-81.4192248
U,42.46268722,-83.99273837
U,45.50944844,-75.33765997
U,43.24564037,-79.90030289
U,45.46660986,-74.3157827
U,44.5924127,-75.82647331
U,40.91242342,-73.11831456
U,42.43458354,-71.12454993
U,40.311949,-79.845924
U,39.43301077,-76.7616057
U,38.67041167,-77.80902833
U,38.74111149,-77.26357148
U,42.46322279,-83.99190091
U,41.30031124,-70.00759655
U,40.13895833,-87.74884667
U,41.75030833,-73.86685833
U,44.42459545,-75.90784364
U,42.48528198,-83.97790994
U,43.44255235,-80.30493995
U,43.44629099,-80.30296632
U,42.01033055,-73.91848833
U,38.84687237,-77.10301923
U,44.29997455,-76.18857326
U,41.65888667,-87.0483555
U,37.56724274,-77.77298442
U,39.02252052,-78.01873687
U,42.46263061,-83.99244272
U,42.20830967,-71.4236086
U,41.119639,-81.493334
U,42.31583333,-83.238
U,39.05788243,-77.14558514
U,44.68857,-78.31314667
U,39.33353,-86.42721667
U,44.56734512,-75.73301587
U,38.8522842,-77.190931
U,44.1269317,-78.0380882
U,40.7458997,-74.5523759
U,37.84970399,-75.57812909
U,40.58820568,-74.6478469
U,41.42539821,-81.58985216
U,45.33526047,-81.57095736
U,45.458852,-75.548745
U,39.78886667,-75.618125
U,42.48599407,-83.97949781
U,46.46029,-80.93466
U,37.18054335,-76.50318149
U,44.52846985,-75.97945651
U,42.52966136,-85.29714329
U,41.31491387,-81.41536095
U,42.15647752,-84.05434265
U,45.50914288,-75.33638669
U,45.455937,-75.547408
U,46.34746521,-83.87728398
U,40.79327,-74.64215
U,40.12598047,-75.54768749
U,41.22878712,-81.51052281
U,39.42313268,-81.36242867
U,45.45817254,-75.63548197
U,42.64875,-71.20918333
U,43.25724556,-70.96807439
U,41.82695034,-72.9407537
U,41.36594469,-81.57990574
U,43.58065333,-79.57792
U,45.44463453,-75.64159816
U,40.65784144,-74.63180509
U,38.92603,-77.047363
U,43.67749351,-79.97249611
U,43.13285,-73.68402833
U,39.13312217,-77.526305
U,40.54757632,-75.48128007
U,38.533674,-78.413621
U,42.36924309,-72.51123413
U,44.73421167,-78.15623617
U,41.47036764,-81.82565501
U,40.24483667,-87.77823667
U,44.509063,-76.043509
U,45.13140167,-81.51619
U,39.037796,-77.31061497
U,38.85021111,-77.06840556
U,42.36662252,-72.5139901
U,37.5675115,-77.7722961
U,40.5134964,-86.85697174
U,44.28191474,-83.81181976
U,38.233775,-78.72014667
U,45.50917,-75.340891
U,42.41670515,-71.47539896
U,46.63875833,-60.941925
U,45.456199,-75.547668
U,44.46047397,-75.67391962
U,38.97723701,-77.35711733
U,41.1668939,-81.5667704
U,45.63506667,-62.14906389
U,39.94671167,-75.247995
U,38.79893287,-79.56073141
U,45.45739392,-75.63562817
U,43.01956667,-83.25605833
U,38.5553894,-78.39536285
U,44.56108833,-78.49651333
U,41.6499939,-82.82315826
U,40.42128551,-76.58675381
U,38.93423333,-77.27713833
U,43.02861215,-76.13518762
U,38.76953667,-78.287605
U,41.21350087,-73.74297141
U,45.44782365,-75.65560451
U,39.22989647,-76.88476034
U,42.64909667,-71.209205
U,38.75597647,-77.09909802
U,43.37671351,-80.36990229
U,42.223195,-71.46414167
U,46.01131379,-66.76188751
U,45.5344284,-75.99391323
U,46.11156383,-82.168
U,46.01416035,-81.3990306
U,38.36871667,-77.33771333
U,41.08705833,-77.29987167
U,44.5441625,-64.4797871
U,41.787575,-86.73252167
U,40.1418803,-87.7382467
U,41.84975597,-71.39850461
U,39.1299999,-77.53251314
U,38.57056378,-77.36220396
U,38.08332825,-78.46715546
U,42.47687167,-70.91185
U,44.72755864,-63.66997244
U,45.44693714,-75.64258521
U,42.74349531,-76.69424748
U,40.733078,-74.67001343
U,45.50886632,-75.33496304
U,44.44511343,-75.73981582
U,45.208485,-75.225601
U,44.82059029,-73.021579
U,41.05470574,-81.53170395
U,42.39151731,-71.23053078
U,41.22143833,-81.59503
U,38.23639745,-79.38979878
U,43.64771901,-79.49733844
U,42.80989398,-84.36139785
U,43.694875,-79.96488833
U,40.03070029,-75.62678386
U,45.4215296,-75.6971931
U,41.65494167,-75.0526195
U,45.44883694,-75.65336954
U,37.97553833,-78.996825
U,39.05683617,-78.51242
U,42.48401608,-83.97698724
U,42.32341455,-72.53917884
U,44.46584927,-75.90627871
U,42.48450538,-83.97750672
U,40.74771167,-86.33072
U,40.904019,-74.4087405
U,40.3356483,-75.9268747
U,40.52418747,-74.50012431
U,39.03776946,-77.10969085
U,41.03507607,-75.1119563
U,36.77531308,-76.1627613
U,39.95159654,-77.30109894
U,44.62502074,-63.60407496
U,44.29923165,-78.26927758
U,42.41295366,-83.98496997
U,40.87286333,-73.92428667
U,44.51857232,-76.02172539
U,40.94648576,-73.81889491
U,38.94108833,-85.79502833
U,45.79112208,-82.33528682
U,45.2443416,-66.0930816
U,38.42875426,-78.86222821
U,40.28927433,-87.68956818
U,44.54339669,-75.62448899
U,46.12278333,-78.28517833
U,38.956825,-78.01760833
U,44.47681435,-75.89453355
U,43.631272,-72.535025
U,44.49444245,-75.7993879
U,40.04617217,-77.406455
U,40.91186167,-72.82338667
U,38.22282791,-78.73395538
U,42.61733667,-71.0719695
U,45.06492217,-76.201645
U,39.43788667,-77.17841333
U,42.70410339,-80.47074135
U,41.03530051,-74.5466603
U,42.6207951,-83.8473015
U,38.727572,-77.335501
U,38.89940478,-78.26586085
U,46.24046383,-81.61952039
U,38.87250571,-77.13142985
U,41.49610519,-71.2585144
U,39.2047,-76.873906
U,40.45883203,-74.27931618
U,42.37362048,-71.80460193
U,39.44660439,-76.54422943
U,42.2633015,-73.77675516
U,40.60005569,-74.10263062
U,37.3901259,-80.4922811
U,41.028792,-77.051665
U,47.32490748,-79.44112343
U,39.41622,-84.493811
U,38.86245139,-77.10266806
U,37.19454575,-76.49516296
U,44.56489618,-78.13029236
U,44.6168429,-79.0700128
U,39.192375,-76.80146667
U,40.659945,-74.3727
U,39.80364319,-77.41517873
U,38.7254357,-77.39429713
U,41.13155118,-76.40525918
U,41.22608335,-73.43323531
U,44.5107853,-75.82065258
U,40.6327697,-75.39233443
U,48.29747708,-79.87808438
U,44.054785,-73.274047
U,45.45757489,-75.63541297
U,42.6638459,-80.48523417
U,42.39924167,-71.09529167
U,37.45137002,-77.66761801
U,40.3619586,-74.23668421
U,43.39178679,-84.89337878
U,45.448164,-75.65493933
U,44.4024956,-75.90530637
U,40.74651636,-86.33127961
U,38.9287969,-78.3295768
U,45.35605057,-80.19478482
U,40.84940564,-74.21185389
U,40.58883339,-74.12143372
U,39.69222222,-75.77726111
U,39.29894211,-76.7817293
U,45.44767548,-75.68610186
U,39.64636508,-78.93889868
U,45.26155853,-75.36698151
U,44.53176074,-75.93235058
U,39.01103592,-77.2565155
U,37.410805,-79.82467
U,44.49121556,-75.78616343
U,39.09135539,-77.11780759
U,43.81931333,-79.168005
U,40.2124827,-87.64306396
U,40.9140593,-73.1163352
U,42.1271945,-71.72216667
U,40.94641555,-73.81890547
U,43.45726517,-65.74355451
U,46.01342678,-81.40601965
U,44.44311381,-75.82969978
U,41.0490219,-81.7975366
U,45.211189,-75.223278
U,40.29908589,-87.73334621
U,44.64981779,-85.78789541
U,42.49116701,-83.98027476
U,38.42486167,-76.202745
U,40.81007965,-72.48509323
U,38.90853755,-77.68531105
U,42.66817677,-71.85897858
U,40.23881944,-87.78678056
U,38.750929,-77.104219
U,41.4077678,-73.28805367
U,38.84708,-77.10144167
U,41.22994349,-81.55541897
U,40.92258433,-81.54715903
U,37.95743787,-75.55136688
U,45.44831171,-75.64069081
U,38.552603,-78.399686
U,41.03145537,-81.41724486
U,38.92202,-77.28946667
U,43.78524354,-79.99662035
U,37.52930962,-77.45370012
U,38.92772097,-78.330205
U,39.425137,-76.54650997
U,40.3612043,-75.8351998
U,44.37337253,-76.19714964
U,44.436635,-75.884212
U,42.46992209,-72.4046916
U,39.21959679,-77.45384689
U,43.93557294,-71.73792235
U,45.29850333,-79.95217167
U,39.04322052,-77.3116684
U,39.42094493,-84.49903607
U,42.31830597,-72.46934509
U,44.22173697,-75.81676224
U,43.70399843,-72.96157233
U,41.25342566,-73.17282882
U,42.61398,-72.53595
U,43.61425333,-70.22232
U,40.80120044,-74.45602326
U,40.1563305,-84.38448333
U,42.48599407,-83.97949781
U,44.24596883,-76.16947008
U,42.43525192,-71.12442931
U,45.44166343,-75.54611138
U,40.31828388,-74.43286389
U,39.40386713,-76.83803409
U,38.31683667,-77.553475
U,40.34393667,-75.47650833
U,44.4620098,-75.81727001
U,45.44775005,-75.64124411
U,39.00626112,-77.16037783
U,40.28604453,-87.72428547
U,38.87332914,-77.13276665
U,40.09164722,-76.29395278
U,43.64705997,-79.49690904
U,42.181495,-84.11309167
U,39.79685595,-77.72594903
U,39.05241667,-77.33219167
U,38.78146164,-83.82085399
U,45.51004301,-75.33752471
U,41.74546268,-87.04515447
U,39.51986694,-77.50286865
U,38.943311,-85.79488497
U,41.41083145,-81.88833618
U,44.41451542,-75.61366959
U,41.15596383,-74.857795
U,38.93581191,-77.04168867
U,38.96108648,-77.20497806
U,40.6014014,-74.1037381
U,39.61466167,-76.149825
U,42.30511842,-83.72926837
U,42.46849346,-71.00698485
U,38.073975,-78.91145333
U,41.33512705,-73.71420703
U,38.98221748,-77.25000789
U,41.63728195,-72.80661831
U,42.57729444,-70.82360833
U,38.86081168,-77.12097924
U,37.06708511,-76.48866296
U,43.69865833,-79.96655333
U,41.976,-73.9075
U,44.21931383,-75.83670784
U,42.13077151,-71.21399782
U,44.50671667,-76.02813617
U,42.32870217,-72.52984749
U,37.4190175,-80.2650498
U,40.0447197,-75.34593201
U,42.02266293,-73.10797666
U,42.64806253,-71.20687809
U,39.10455697,-76.80080418
U,42.74499214,-71.23491774
U,44.52601129,-75.91497136
U,41.79045712,-87.03619321
U,42.48599407,-83.97949781
U,41.20260764,-74.76875867
U,43.17817267,-76.40342943
U,43.60827,-80.149575
U,39.011572,-77.25653097
U,42.96721323,-80.84418771
U,45.44832288,-75.64171084
U,39.11592803,-76.86454821
U,37.18578333,-76.51412167
U,43.72549369,-79.96197081
U,40.07590417,-75.39554197
U,36.51038813,-82.60956115
U,44.59708133,-75.93225386
U,39.73490347,-75.75650771
U,40.94642587,-73.81889519
U,39.01253055,-77.25232
U,37.52979873,-77.4532911
U,42.69384569,-80.34047942
U,44.4180786,-75.93433385
U,38.42928051,-78.86439362
U,44.59539409,-75.86230793
U,41.69651167,-73.61135833
U,43.31525993,-80.2952558
U,44.81975145,-73.30872127
U,39.723025,-75.78263833
U,40.53669181,-75.13585371
U,42.32298644,-72.53850587
U,40.18700047,-82.86309569
U,44.18541012,-64.67657852
U,42.59813415,-72.63307112
U,41.2603493,-73.68753259
U,44.43526127,-75.90688292
U,40.74437343,-74.67001205
U,40.10446546,-87.49710834
U,43.78544667,-71.52531333
U,38.94125797,-77.265123
U,42.29842222,-83.79294444
U,39.76409027,-76.65891631
U,38.64402454,-77.19604335
U,41.64173889,-87.09590149
U,38.66155457,-79.08688686
U,44.46873948,-75.97449429
U,43.070185,-79.072603
U,44.70303975,-63.55592808
U,44.41082243,-75.88193168
U,44.93627333,-62.76726972
U,42.43014467,-76.48136945
U,40.89518225,-74.18368958
U,42.44359167,-76.405655
U,38.88337218,-77.15310863
U,42.46322279,-83.99190091
U,41.3198727,-72.9100161
U,40.0520415,-75.2197164
U,40.16867756,-80.23233246
U,45.44842826,-75.64090164
U,40.00265803,-75.25114442
U,39.1547426,-77.2405153
U,38.8728893,-77.13833597
U,42.26865,-71.1233445
U,40.54284129,-74.22658693
U,43.26643728,-79.90553085
U,46.31029213,-83.40566315
U,38.017593,-77.920852
U,42.20865948,-71.4233425
U,42.24538262,-85.1646477
U,43.313779,-84.163806
U,42.40328889,-71.668175
U,36.87331667,-76.30638
U,45.44778075,-75.65584055
U,44.48278761,-76.03282204
U,41.80480609,-72.33094144
U,38.84355813,-77.33308252
U,40.74613833,-74.55252833
U,45.4589,-75.549505
U,36.64926109,-76.38373041
U,39.11581995,-76.86430547
U,46.5846789,-80.99056442
U,39.70080947,-75.74245276
U,43.02991383,-76.14006667
U,40.14334167,-87.747795
U,42.48449003,-83.97770374
U,43.03073534,-76.13792345
U,38.03076,-78.4306495
U,38.8577015,-78.24077185
U,38.88311748,-77.12542598
U,43.70578,-70.24193667
U,37.06467575,-76.43686295
U,45.44845833,-75.68364667
U,41.36883833,-72.89653
U,39.1323055,-77.5262
U,43.02835049,-76.13989917
U,42.48450538,-83.97750672
U,44.70305634,-63.55555725
U,39.596955,-77.60683333
U,41.72719802,-86.81323746
U,45.64394575,-74.9534017
U,40.74813804,-86.33410722
U,43.72494612,-79.96138785
U,42.52321366,-71.52972752
U,37.52927761,-77.45373009
U,40.99998985,-72.87112078
U,45.10694444,-76.07916667
U,41.63793534,-86.38722167
U,42.45681104,-83.99130208
U,41.25801681,-74.13077391
U,39.09210335,-74.8855465
U,41.893771,-72.63438497
U,43.02995323,-76.14018112
U,40.27763367,-87.70758655
U,45.511194,-75.339802
U,40.19165509,-75.2329413
U,40.09419306,-75.1895157
U,45.4483891,-75.64222566
U,41.22303019,-74.75381065
U,38.88809181,-78.23493773
U,40.95165753,-72.9725551
U,40.93528525,-73.79864851
U,42.98807138,-81.14386455
U,45.06861137,-75.8175202
U,37.23755828,-80.40297274
U,41.8088391,-72.6808238
U,38.93532167,-77.29163333
U,44.14890283,-74.79736333
U,38.75754,-77.098453
U,41.325119,-76.86701
U,41.26506579,-72.73524284
U,45.51027421,-75.33377207
U,40.05403742,-75.25060406
U,43.0280945,-77.57191333
U,41.2246523,-81.51055525
U,40.58843333,-74.1388945
U,43.0807805,-70.91004167
U,38.96264625,-77.20241648
U,43.0307353,-76.13785188
U,40.34174983,-87.79618554
U,41.69629667,-73.61138833
U,38.98246629,-77.05186243
U,43.64107692,-70.22884357
U,42.46322279,-83.99190091
U,42.08862783,-70.79763833
U,38.75996382,-77.30225489
U,42.64426333,-86.06438868
U,40.23828699,-87.78721453
U,43.31999682,-80.3921514
U,42.37014859,-72.50870456
U,44.65293369,-63.74097178
U,39.64463862,-77.45844
U,45.454456,-75.55077
U,40.7146769,-74.51454181
U,42.30622,-72.587984
U,38.184653,-78.36293109
U,41.6032207,-73.087749
U,44.572205,-78.13224717
U,40.81110333,-77.88482833
U,41.1668939,-81.5667704
U,44.55591014,-75.9075368
U,44.49993705,-75.77883592
U,38.69423779,-78.47098143
U,44.34715829,-86.20851492
U,39.12120833,-77.54029667
U,40.14981239,-77.1283133
U,43.03107071,-76.13646698
U,45.25516385,-81.68973837
U,38.65817231,-77.24970505
U,42.20836746,-71.42351439
U,43.72428163,-79.96196359
U,38.94948202,-76.94958751
U,44.43683,-75.884667
U,43.011959,-76.023803
U,41.31344167,-69.99507833
U,38.82765092,-78.16547991
U,40.37762684,-87.81258409
U,42.648955,-71.2091
U,37.27105842,-76.7189216
U,38.87415665,-77.13262078
U,45.44809547,-75.64231716
U,39.36742483,-76.79525267
U,38.90381584,-77.13260114
U,45.19444667,-79.61656167
U,40.44368324,-80.13306013
U,40.0431619,-75.2885658
U,45.01457791,-84.6625158
U,38.883003,-77.689103
U,39.59312306,-82.58935556
U,44.52378193,-75.98051272
U,42.62499872,-85.47284869
U,42.51133316,-71.39505474
U,38.91890333,-77.12138333
U,40.853838,-74.937164
U,41.81163016,-72.79591978
U,42.28328106,-71.13555892
U,41.22488578,-73.47414692
U,38.74411153,-77.26715464
U,39.80873326,-75.21970004
U,42.48450538,-83.97750672
U,39.03584297,-77.30758097
U,38.91916176,-77.12253862
U,37.247621,-80.853965
U,43.303643,-70.657028
U,38.97256111,-77.04387778
U,41.64490833,-70.576845
U,41.41117493,-81.88834881
U,39.06005502,-84.3629099
U,42.36852585,-72.51010576
U,41.62017989,-72.13884814
U,44.58024554,-75.97499345
U,46.45833333,-72.73944444
U,42.20879213,-71.42320409
U,39.216265,-77.08446333
U,38.74174965,-77.56157409
U,44.38520883,-69.2994002
U,45.44791643,-75.65532556
U,39.41813583,-77.28559937
U,44.82519559,-77.33904349
U,42.304895,-83.72898833
U,38.73685045,-77.25278823
U,39.72116333,-77.7219
U,40.90038727,-73.87506399
U,43.08916752,-80.38267727
U,39.99646475,-75.65999815
U,40.59777833,-75.37641167
U,37.68684169,-77.42296278
U,46.45155,-80.94096
U,38.67845144,-77.32280622
U,42.66385081,-80.48528245
U,38.88397189,-77.15392755
U,39.72453333,-77.27388833
U,38.580855,-78.37976167
U,44.64761175,-73.32248874
U,38.90898334,-77.11417577
U,40.519795,-74.265364
U,44.31119959,-75.89704391
U,40.67328498,-81.64205667
U,38.9287969,-78.3295768
U,38.994449,-77.95979097
