"file_name","Morph","obs_id","usr_id","date","latitude","longitude","taxon","img_cnt","img_id","img_url","width","height","license","annotations","tags","download_time"
"0CrLY27j3AZEZfis.jpg","S",29727470,1018120,"2019-07-28",44.3345389143,-66.1188398861,"Plethodon cinereus",1,46409441,"https://static.inaturalist.org/photos/46409441/original.jpg?1564339283",1536,2048,"","","","2020Aug05-11:40:26"
"0DFNnKWYfQVuQ0WB.jpg","S",40334566,1921850,"2020-03-20",40.1624305,-79.27069667,"Plethodon cinereus",2,64063524,"https://static.inaturalist.org/photos/64063524/original.jpg?1584752608",2048,1536,"","","","2020Aug05-11:41:50"
"0DKAy21AtHJrgD4Z.jpg","S",22817462,1090083,"2019-04-21",41.5937271118,-79.8571777344,"Plethodon cinereus",1,35364354,"https://static.inaturalist.org/photos/35364354/original.jpeg?1555859603",2048,1536,"cc-by-nc","Alive or Dead:Alive,Life Stage:Adult","","2020Aug05-11:39:48"
"0EfsBixoN1sElJNs.jpg","S",20356772,192858,"2019-02-13",38.918945,-77.1211695,"Plethodon cinereus",1,31435206,"https://static.inaturalist.org/photos/31435206/original.jpg?1550206740",1536,2048,"cc-by-nc","","","2020Aug05-11:39:59"
"0elVw5BxrXACSdoX.jpg","S",33380185,2107686,"2019-09-25",43.6398783333,-70.4074166667,"Plethodon cinereus",2,52422895,"https://static.inaturalist.org/photos/52422895/original.jpg?1569431585",1536,2048,"","","","2020Aug05-11:40:17"
"0Eq3LOfcWcqUVA2F.jpg","U",45135597,324885,"2020-05-05",38.8728316991,-77.1314145537,"Plethodon cinereus",1,71560779,"https://static.inaturalist.org/photos/71560779/original.jpg?1588819930",2048,1536,"cc-by-nc","","","2020Aug05-11:41:15"
"0f8s5uX20jPeLDE5.jpg","S",14302371,1007466,"2018-07-12",43.272445,-71.5728,"Plethodon cinereus",1,21242735,"https://static.inaturalist.org/photos/21242735/original.jpg?1531439552",2048,1536,"","","","2020Aug05-11:38:44"
"0f9ed2NhMiCB8qQk.jpg","S",26871788,1769830,"2019-06-12",41.2269866667,-73.4721216667,"Plethodon cinereus",3,41752080,"https://static.inaturalist.org/photos/41752080/original.jpg?1560362174",1536,2048,"","","","2020Aug05-11:40:32"
"0fb04I5PE2DanAGN.jpg","U",22978365,1572057,"2019-04-21",40.06065,-87.5605866667,"Plethodon cinereus",1,35620520,"https://static.inaturalist.org/photos/35620520/original.jpg?1556073213",2048,2048,"cc-by-nc","","","2020Aug05-11:39:43"
"0FvtVNoMJIKvTTRC.jpg","U",32226389,1132270,"2019-09-06",39.6635666667,-76.4104833333,"Plethodon cinereus",1,50525649,"https://static.inaturalist.org/photos/50525649/original.jpg?1567792718",1536,2048,"","","","2020Aug05-11:40:23"
"0GEoYr06G5IH3sy5.jpg","S",40783276,208120,"2013-10-13",42.2500123,-71.1477527,"Plethodon cinereus",1,64649440,"https://static.inaturalist.org/photos/64649440/original.jpeg?1585261368",2048,1536,"cc-by-nc","","","2020Aug05-11:41:48"
"0jb5OUog0jS97wcI.jpg","U",3245376,36120,"2016-05-21",40.2085901892,-75.7614569734,"Plethodon cinereus",1,3785662,"https://static.inaturalist.org/photos/3785662/original.jpg?1463957998",1536,2048,"cc-by-nc","","","2020Aug05-11:37:29"
"0jbCmYuy0WUDmOY9.jpg","U",24999145,473397,"2019-05-12",44.5185723243,-76.0217253864,"Plethodon cinereus",1,38680184,"https://static.inaturalist.org/photos/38680184/original.jpeg?1557674705",1536,2048,"cc-by-nc","","","2020Aug05-11:39:31"
"0JSiEI4laalPgf0A.jpg","S",11402992,12004,"2018-04-24",44.6559666667,-72.6695716667,"Plethodon cinereus",2,16257264,"https://static.inaturalist.org/photos/16257264/original.jpg?1524607098",2048,1536,"cc-by-nc","Life Stage:Adult","","2020Aug05-11:39:00"
"0KC3RyOZpVgwk4w5.jpg","S",40023913,324885,"2020-03-14",38.9654499508,-77.2029372785,"Plethodon cinereus",1,63561467,"https://static.inaturalist.org/photos/63561467/original.jpg?1584283252",2048,1536,"cc-by-nc","Alive or Dead:Alive,Life Stage:Adult","","2020Aug05-11:41:53"
"0KkxR7WcTjLWIwEG.jpg","S",45706034,2223701,"2020-05-12",45.0363201791,-79.6522856875,"Plethodon cinereus",1,72486579,"https://static.inaturalist.org/photos/72486579/original.jpg?1589309660",1536,2048,"cc-by-nc","","","2020Aug05-11:41:15"
"0kRAG0yEBbm32grL.jpg","S",52040376,3267300,"2020-05-16",41.26360333,-72.01781383,"Plethodon cinereus",3,82707528,"https://static.inaturalist.org/photos/82707528/original.jpg?1593968425",1536,2048,"cc-by-nc","","","2020Aug05-11:42:00"
"0KyghlqhBuQZmPMu.jpg","S",42746609,324885,"2020-04-20",38.8726434017,-77.1387456262,"Plethodon cinereus",1,67887751,"https://static.inaturalist.org/photos/67887751/original.jpg?1587472309",2048,1536,"cc-by-nc","","","2020Aug05-11:41:30"
"0lLLbbZAyiejKark.jpg","U",34834487,2363697,"2019-10-21",40.80038333,-74.45860333,"Plethodon cinereus",1,54872992,"https://static.inaturalist.org/photos/54872992/original.jpg?1571937059",2048,1536,"","","","2020Aug05-11:41:01"
"0lpolyMt2QabdxVI.jpg","S",24294095,1668224,"2019-04-30",44.4679366667,-72.6977466667,"Plethodon cinereus",1,37567933,"https://static.inaturalist.org/photos/37567933/original.jpg?1556729999",1536,2048,"cc-by-nc","","","2020Aug05-11:39:34"
"0LukvPZcYQ7HACnA.jpg","S",55300927,972682,"2020-08-03",46.0365336305,-66.4968015473,"Plethodon cinereus",1,88048484,"https://static.inaturalist.org/photos/88048484/original.jpeg?1596476843",1873,2048,"","","","2020Aug05-11:41:57"
"0lxCrZFPqPhGtwD2.jpg","U",50912245,2507885,"2020-06-25",40.9647996646,-75.2132878881,"Plethodon cinereus",1,80866561,"https://static.inaturalist.org/photos/80866561/original.jpg?1593112269",2048,2048,"cc-by-nc","","","2020Aug05-11:42:03"
"0lZG53X8ucYdzg9U.jpg","S",11651845,549841,"2018-04-28",40.8597221375,-79.9333343506,"Plethodon cinereus",1,16648640,"https://static.inaturalist.org/photos/16648640/original.jpeg?1524943662",1536,2048,"cc-by-nc","","","2020Aug05-11:38:57"
"0Mcgv5UxCH8pau05.jpg","U",49979638,103189,"2018-04-26",40.2712012,-76.2500392,"Plethodon cinereus",2,79354223,"https://static.inaturalist.org/photos/79354223/original.jpg?1592425017",1080,720,"","","Plethodon hoffmani,Valley and ridge salamander,2018,april,Spring,Middle Creek Wildlife Management Area","2020Aug05-11:42:03"
"0MEagj0hDo5WkDTg.jpg","S",1409456,21389,"2015-04-18",43.7656461294,-73.2904494071,"Plethodon cinereus",1,1743923,"https://static.inaturalist.org/photos/1743923/original.jpg?1429559599",568,426,"","","","2020Aug05-11:37:42"
"0MMAQC45OGNvmTlu.jpg","S",43602292,321928,"2020-04-25",40.0013431962,-75.2326268193,"Plethodon cinereus",1,69172659,"https://static.inaturalist.org/photos/69172659/original.jpeg?1587905910",1778,1140,"cc-by-nc","","","2020Aug05-11:41:24"
"0oeqTfpOn6NpTU46.jpg","S",2210473,18074,"2015-10-11",44.863235419,-77.3577780036,"Plethodon cinereus",1,2545406,"https://static.inaturalist.org/photos/2545406/original.jpg?1544886414",2048,1152,"cc-by-nc","","","2020Aug05-11:37:39"
"0OsipyeOiXOvjemn.jpg","S",40956093,458167,"2020-03-27",37.2830166667,-80.4640583333,"Plethodon cinereus",1,64938699,"https://static.inaturalist.org/photos/64938699/original.jpeg?1585486767",1686,2048,"cc-by-nc","Alive or Dead:Alive,Life Stage:Adult","","2020Aug05-11:41:48"
"0otPD7MfazT31Wh0.jpg","S",24626208,1133687,"2019-05-05",41.2838806482,-70.0008229443,"Plethodon cinereus",2,38078322,"https://static.inaturalist.org/photos/38078322/original.jpg?1557095703",1536,2048,"cc-by-nc","","","2020Aug05-11:39:31"
"0oz4PPkweZkZASF2.jpg","S",46658584,820737,"2020-05-20",41.66067833,-81.184105,"Plethodon cinereus",1,74000673,"https://static.inaturalist.org/photos/74000673/original.jpg?1590014462",1536,2048,"","","","2020Aug05-11:41:09"
"0p0QSloS5niYWux1.jpg","S",33841899,2311648,"2019-10-04",40.2401661314,-80.2290696279,"Plethodon cinereus",1,53196135,"https://static.inaturalist.org/photos/53196135/original.jpg?1570199461",1536,2048,"","","","2020Aug05-11:40:14"
"0PrG5aIpViDeLdmH.jpg","S",24933358,1686194,"2019-05-11",42.4741216667,-70.8992166667,"Plethodon cinereus",1,38572330,"https://static.inaturalist.org/photos/38572330/original.jpg?1557585041",1536,2048,"cc-by-nc","","","2020Aug05-11:39:31"
"0Ptz32Ed3PWUlSbJ.jpg","S",1155389,43772,"2009-05-10",41.954023,-73.759324,"Plethodon cinereus",1,1456181,"https://static.inaturalist.org/photos/1456181/original.JPG?1420128728",2048,1371,"","","","2020Aug05-11:37:42"
"0qC8w5HKMRV0Z7A4.jpg","S",32741083,68344,"2019-05-28",43.5635013275,-79.6735206699,"Plethodon cinereus",3,51373684,"https://static.inaturalist.org/photos/51373684/original.jpg?1568513751",1536,2048,"cc-by-nc","","","2020Aug05-11:40:19"
"0qEGc0RnwcnCM8vw.jpg","S",37697426,1815758,"2020-01-15",38.9687647314,-77.3327830586,"Plethodon cinereus",1,59813998,"https://static.inaturalist.org/photos/59813998/original.jpg?1579313003",2048,1337,"cc-by-nc","","","2020Aug05-11:40:52"
"0qoT8GA9yquGsG2M.jpg","S",23448265,1685504,"2019-04-27",42.5310585,-71.3519783,"Plethodon cinereus",1,36312097,"https://static.inaturalist.org/photos/36312097/original.jpeg?1556393609",1152,2048,"","","","2020Aug05-11:39:38"
"0qqUNReRVqTonYA4.jpg","S",26819985,1639972,"2019-06-11",44.823080279,-84.9535259977,"Plethodon cinereus",2,41667994,"https://static.inaturalist.org/photos/41667994/original.jpeg?1560279895",1536,2048,"cc-by-nc","","","2020Aug05-11:40:32"
"0SF8iKBAIxoMdawB.jpg","S",41580786,2707539,"2020-04-06",41.23080833,-74.89015833,"Plethodon cinereus",1,65972949,"https://static.inaturalist.org/photos/65972949/original.jpg?1586229264",2048,1536,"cc-by-nc","","","2020Aug05-11:41:38"
"0Tdk05W3BSF6ou6H.jpg","S",24227635,271806,"2019-04-24",44.5655016228,-78.1633164361,"Plethodon cinereus",2,37464379,"https://static.inaturalist.org/photos/37464379/original.jpeg?1556663562",2048,1052,"cc-by-nc","","","2020Aug05-11:39:34"
"0Tgsg9A0tGbdjgqy.jpg","S",37203913,2508185,"2020-01-02",38.040975,-78.49005833,"Plethodon cinereus",1,58940766,"https://static.inaturalist.org/photos/58940766/original.jpg?1577999778",2048,1536,"cc-by-nc","","","2020Aug05-11:40:52"
"0URCJ0Czz1lfeLSX.jpg","S",40005322,311948,"2020-03-14",37.76422167,-81.18257833,"Plethodon cinereus",1,63528816,"https://static.inaturalist.org/photos/63528816/original.jpg?1584238963",1536,2048,"cc0","","","2020Aug05-11:41:53"
"0v3ivY55bmFbv5XV.jpg","S",41408236,401542,"2020-04-04",39.573805374,-77.4696083769,"Plethodon cinereus",1,65682248,"https://static.inaturalist.org/photos/65682248/original.jpeg?1586044656",2048,1423,"cc-by-nc","","","2020Aug05-11:41:41"
"0WR2q4May4IVIHmh.jpg","S",41582667,1031873,"2017-05-12",41.5947401075,-73.6483078453,"Plethodon cinereus",1,65975324,"https://static.inaturalist.org/photos/65975324/original.jpg?1586231138",2048,1536,"","","inaturalist 2017","2020Aug05-11:41:38"
"0wxnqdU7BuevDl0W.jpg","S",5645766,420838,"2017-03-09",43.032925,-76.1370166667,"Plethodon cinereus",1,6987124,"https://static.inaturalist.org/photos/6987124/original.jpg?1491882959",1536,2048,"","","","2020Aug05-11:37:17"
"0X102Tj6T8vzmie6.jpg","U",49165312,3114416,"2020-04-21",42.418245,-83.99205833,"Plethodon cinereus",1,78043079,"https://static.inaturalist.org/photos/78043079/original.jpg?1591825082",1536,2048,"cc-by-nc","","","2020Aug05-11:42:06"
"0xBELEYplAlRY094.jpg","S",35095159,2303687,"2019-10-30",38.4288550029,-78.864230672,"Plethodon cinereus",1,56664751,"https://static.inaturalist.org/photos/56664751/original.jpg?1574284599",1536,2048,"cc-by-nc","","","2020Aug05-11:40:59"
"0xMXPgyh6qfR9hZx.jpg","S",10374270,785045,"2007-10-08",43.3070188568,-80.2968566745,"Plethodon cinereus",1,14396143,"https://static.inaturalist.org/photos/14396143/original.jpeg?1521814635",900,657,"cc-by-nc-nd","","","2020Aug05-11:37:58"
"0xpixUAqKR6Y7Ecg.jpg","U",21921957,1465400,"2019-02-15",37.182625,-76.51883,"Plethodon cinereus",1,33970130,"https://static.inaturalist.org/photos/33970130/original.jpg?1554239200",1536,2048,"cc-by-nc","","","2020Aug05-11:39:55"
"0XVYNhicaMTXriID.jpg","U",42244453,79395,"2020-04-12",40.5241874652,-74.5001243056,"Plethodon cinereus",2,67065926,"https://static.inaturalist.org/photos/67065926/original.jpg?1586969346",1536,2048,"cc-by-nc","","","2020Aug05-11:41:35"
"0xx9hcMSRWgYiOBk.jpg","S",233183,10162,"2007-03-29",41.5392325327,-81.4361205217,"Plethodon cinereus",2,293242,"https://static.inaturalist.org/photos/293242/original.JPG?1365564187",2048,1365,"","","","2020Aug05-11:36:59"
"0z8qsqq04BBNm1LE.jpg","S",46026757,392375,"2020-05-15",43.739005,-72.3341366667,"Plethodon cinereus",1,72999762,"https://static.inaturalist.org/photos/72999762/original.jpg?1589585575",1536,2048,"cc-by-nc","","","2020Aug05-11:41:12"
"0ZBE5qm86jqskuoe.jpg","U",22105057,409745,"2019-04-06",40.3762666667,-74.6359866667,"Plethodon cinereus",2,34218816,"https://static.inaturalist.org/photos/34218816/original.jpg?1554579280",1536,2048,"","","","2020Aug05-11:39:52"
"11T1YVmxG6RsToJL.jpg","S",28818017,1987202,"2019-07-06",43.6833343506,-80.4333343506,"Plethodon cinereus",1,44946392,"https://static.inaturalist.org/photos/44946392/original.jpeg?1563133717",1536,2048,"cc-by-nc","","","2020Aug05-11:40:29"
"16nXxb8y0gFnIlFG.jpg","U",26800215,655982,"2019-06-02",42.1522555,-77.1350945,"Plethodon cinereus",2,41636976,"https://static.inaturalist.org/photos/41636976/original.jpg?1560256430",1535,2048,"","","","2020Aug05-11:40:32"
"18Sz6XYVEstdYVPL.jpg","S",12542765,967840,"2018-05-17",42.8755971697,-78.1227862091,"Plethodon cinereus",1,18117318,"https://static.inaturalist.org/photos/18117318/original.jpg?1526565504",1536,2048,"","","","2020Aug05-11:38:51"
"19BtOlRqLDMHlWXV.jpg","S",18968463,1386139,"2018-09-16",41.3404919346,-79.9249271867,"Plethodon cinereus",1,29080916,"https://static.inaturalist.org/photos/29080916/original.jpeg?1544565051",2048,1365,"","","","2020Aug05-11:38:21"
"19ZYlQgvo6bzMa71.jpg","S",41460189,1136170,"2020-04-04",38.9104919722,-77.317597,"Plethodon cinereus",1,65773668,"https://static.inaturalist.org/photos/65773668/original.jpeg?1586108893",1536,2048,"","","","2020Aug05-11:41:41"
"1afjkDWydie50exP.jpg","S",50626074,3227123,"2020-06-06",46.8977580368,-71.1656449496,"Plethodon cinereus",1,80395526,"https://static.inaturalist.org/photos/80395526/original.jpg?1592878281",1536,2048,"cc-by-nc","","","2020Aug05-11:42:03"
"1amswmTHfI8C6y0c.jpg","S",45419155,1415405,"2020-05-09",45.4309346104,-73.9527911595,"Plethodon cinereus",1,72013574,"https://static.inaturalist.org/photos/72013574/original.jpg?1589061074",1536,2048,"","","","2020Aug05-11:41:15"
"1AU4iPo730SNKbSD.jpg","U",11603115,915747,"2018-04-28",42.3701485852,-72.5087045599,"Plethodon cinereus",1,16575038,"https://static.inaturalist.org/photos/16575038/original.jpg?1524924959",1536,2048,"cc-by-nc","","","2020Aug05-11:39:00"
"1d2J2zVSsIi2cisf.jpg","S",44888564,1646802,"2020-05-04",44.60228333,-63.62361167,"Plethodon cinereus",1,71161108,"https://static.inaturalist.org/photos/71161108/original.jpg?1588610102",840,1172,"","","","2020Aug05-11:41:19"
"1d2LpboejrBG9vsM.jpg","U",6327055,336475,"2017-05-22",43.610736546,-70.2176636385,"Plethodon cinereus",1,7970107,"https://static.inaturalist.org/photos/7970107/original.jpg?1495502655",852,1136,"cc-by-nc","","","2020Aug05-11:37:09"
"1d2yL3fgLSTUSYiW.jpg","S",12442375,267639,"2018-05-13",36.6485891662,-81.513232884,"Plethodon cinereus",1,17946352,"https://static.inaturalist.org/photos/17946352/original.jpeg?1526275143",2048,1536,"cc-by-nc","","","2020Aug05-11:38:51"
"1Dcdxfos8eqIiZHo.jpg","S",42610360,280446,"2020-04-13",42.4737716667,-72.3464366667,"Plethodon cinereus",1,67662257,"https://static.inaturalist.org/photos/67662257/original.jpeg?1587330318",2048,1365,"cc-by-nc","","","2020Aug05-11:41:33"
"1DeJ2PzDwlD8VOY6.jpg","U",22831001,742756,"2019-04-21",39.63192,-81.18193,"Plethodon cinereus",4,35385333,"https://static.inaturalist.org/photos/35385333/original.jpg?1555872388",2048,1536,"","","","2020Aug05-11:39:48"
"1DoOGo3yecyLqnCb.jpg","S",13414258,519865,"2018-06-13",37.374855,-80.5201033333,"Plethodon cinereus",2,19679757,"https://static.inaturalist.org/photos/19679757/original.jpg?1528945745",2048,1536,"","","","2020Aug05-11:38:48"
"1DyXv2GVeuSJLYeV.jpg","S",34311068,2086596,"2019-10-13",42.9756407681,-70.9596900781,"Plethodon cinereus",1,53981904,"https://static.inaturalist.org/photos/53981904/original.jpg?1570986408",1536,2048,"","","","2020Aug05-11:40:11"
"1ebmHMIDBXrigOuG.jpg","S",31115530,859872,"2019-08-09",45.9997222222,-66.5672222222,"Plethodon cinereus",2,48666974,"https://static.inaturalist.org/photos/48666974/original.jpg?1566219864",2048,1536,"cc-by-nc","","","2020Aug05-11:40:26"
"1ehH5FT40JLZvxmv.jpg","S",22774835,1131327,"2019-04-20",43.0324478149,-76.1368179321,"Plethodon cinereus",2,35294506,"https://static.inaturalist.org/photos/35294506/original.jpeg?1555791378",1152,2048,"cc-by-nc","","","2020Aug05-11:39:48"
"1fXdARvOclFn1B69.jpg","S",11655283,918761,"2018-04-28",42.086540144,-70.8033325151,"Plethodon cinereus",1,16653665,"https://static.inaturalist.org/photos/16653665/original.jpg?1524944945",1536,2048,"","","","2020Aug05-11:38:57"
"1GANudGYFqGT1JQ4.jpg","S",11239946,853934,"2018-04-20",43.0414741866,-86.2088065222,"Plethodon cinereus",1,15956039,"https://static.inaturalist.org/photos/15956039/original.jpeg?1524268071",1152,2048,"cc-by-nc","","","2020Aug05-11:39:03"
"1H6g70CDViUBZFSa.jpg","S",50916074,479031,"2020-06-25",46.2085716667,-60.3147383333,"Plethodon cinereus",2,80871492,"https://static.inaturalist.org/photos/80871492/original.jpg?1593114208",2048,1365,"cc-by-nc","","","2020Aug05-11:42:03"
"1h7LMMg5fkQ1cQkS.jpg","S",11720021,166155,"2018-04-28",38.9086128,-78.0776983,"Plethodon cinereus",1,16757472,"https://static.inaturalist.org/photos/16757472/original.jpeg?1524980536",2048,1365,"","","Linden 2018","2020Aug05-11:38:57"
"1iFf8OVrlyPLcoyP.jpg","S",40904538,374639,"2020-03-28",38.9312001492,-78.0334315232,"Plethodon cinereus",1,64844367,"https://static.inaturalist.org/photos/64844367/original.jpg?1585420028",1365,2048,"cc-by-nc-sa","","","2020Aug05-11:41:48"
"1keUf1g7rQFNRDyo.jpg","S",33334290,500415,"2019-09-24",40.1621135478,-80.5996277744,"Plethodon cinereus",1,52349037,"https://static.inaturalist.org/photos/52349037/original.jpg?1569356964",1536,2048,"","","","2020Aug05-11:40:17"
"1KjkBaVz2QOA5j1k.jpg","S",46084688,1105114,"2020-05-15",44.57115833,-80.97291667,"Plethodon cinereus",1,73094785,"https://static.inaturalist.org/photos/73094785/original.jpg?1589639054",1536,2048,"","","","2020Aug05-11:41:12"
"1lZ2OeSU709WF2Lj.jpg","U",22074663,43807,"2019-04-04",40.244329,-74.978395,"Plethodon cinereus",1,34186589,"https://static.inaturalist.org/photos/34186589/original.jpg?1554545934",1800,1200,"","","Tyler State Park,Bucks Co,PA,Class: Amphibia,Order: Caudata,Family: Plethodontidae,Eastern Red-backed Salamander (Plethodon cinereus)","2020Aug05-11:39:55"
"1mi6zaWpv2kylmCc.jpg","S",34772283,284003,"2019-10-22",42.4632227875,-83.9919009108,"Plethodon cinereus",1,54766808,"https://static.inaturalist.org/photos/54766808/original.jpg?1571811517",2048,1318,"cc-by-nc","","","2020Aug05-11:41:01"
"1N3Id2Rh1ZTgM1Fc.jpg","S",11876319,370335,"2018-04-30",38.8835914387,-77.1260664427,"Plethodon cinereus",2,16999717,"https://static.inaturalist.org/photos/16999717/original.jpg?1525097255",1536,2048,"cc-by-nc","","","2020Aug05-11:38:57"
"1N4J6VwIFHnrcGTl.jpg","U",24807279,109854,"2019-05-08",45.4474295157,-75.6416786522,"Plethodon cinereus",1,38366909,"https://static.inaturalist.org/photos/38366909/original.jpeg?1557354825",2048,1471,"cc-by-nc","","","2020Aug05-11:39:31"
"1nbZTVZ2D5gVdTqN.jpg","U",40432531,735976,"2020-03-19",39.642575,-76.66039167,"Plethodon cinereus",1,64171783,"https://static.inaturalist.org/photos/64171783/original.jpg?1584838204",1536,2048,"cc-by-nc","","","2020Aug05-11:41:50"
"1nGwZktnznU8f63j.jpg","S",41469696,2573917,"2020-04-05",39.4203710386,-76.5521106606,"Plethodon cinereus",1,65788739,"https://static.inaturalist.org/photos/65788739/original.jpg?1586114815",1536,2048,"cc-by-nc","","","2020Aug05-11:41:41"
"1nnM1Fe5lHGLVlJp.jpg","S",11093178,171529,"2018-04-14",44.0069841827,-73.2593035698,"Plethodon cinereus",1,15667381,"https://static.inaturalist.org/photos/15667381/original.jpg?1524016460",2048,1356,"cc-by-nc","","","2020Aug05-11:39:03"
"1oGeCNlhmppo2VZ6.jpg","S",54863076,2508185,"2020-07-29",43.1419195,-73.03761383,"Plethodon cinereus",1,87320387,"https://static.inaturalist.org/photos/87320387/original.jpg?1596134328",1536,2048,"cc-by-nc","","","2020Aug05-11:41:57"
"1QSe6asfL5OPD54c.jpg","S",27849321,1925360,"2019-05-13",46.859738673,-72.4518857552,"Plethodon cinereus",1,43373216,"https://static.inaturalist.org/photos/43373216/original.jpg?1561776975",1628,2048,"","","","2020Aug05-11:40:29"
"1rkWiGi3W68qbxbs.jpg","S",52219927,1230674,"2020-07-01",38.6486874277,-79.4222531008,"Plethodon cinereus",1,82998547,"https://static.inaturalist.org/photos/82998547/original.jpeg?1594088030",2048,1365,"cc-by-nc","","","2020Aug05-11:42:00"
"1RY5bVeEpk4Iikpn.jpg","S",16529271,511208,"2018-09-14",44.9265058255,-78.467278826,"Plethodon cinereus",1,24882676,"https://static.inaturalist.org/photos/24882676/original.jpeg?1536948984",1536,2048,"cc-by-nc","","","2020Aug05-11:38:37"
"1Sdi3SwgNr5k4OrZ.jpg","S",39805644,463546,"2020-03-03",37.8651184809,-78.9758014017,"Plethodon cinereus",1,63190987,"https://static.inaturalist.org/photos/63190987/original.jpg?1583864401",1365,2048,"","","","2020Aug05-11:40:44"
"1SqTFC3urWJPkg3X.jpg","S",26938279,1158641,"2019-06-13",45.89418,-82.4199966667,"Plethodon cinereus",4,41860750,"https://static.inaturalist.org/photos/41860750/original.jpg?1560464324",1536,2048,"","","","2020Aug05-11:40:32"
"1uASsSQgT7nl2auD.jpg","S",50277939,2004187,"2020-06-20",48.1057663664,-65.0928947842,"Plethodon cinereus",1,79837161,"https://static.inaturalist.org/photos/79837161/original.jpg?1592667296",522,572,"cc-by-nc","","","2020Aug05-11:42:03"
